frequencies,n_NR
1.5225407398610258,(3.4617117734305296-1.4044175583102519e-05j)
1.5274206781298112,(3.4617151866302467-1.4492281766562605e-05j)
1.5323006163985964,(3.461717399030966-1.883358911171055e-05j)
1.5371805546673818,(3.4617155273605356-2.4585071030139276e-05j)
1.5420604929361672,(3.4617097076391414-2.7881508899381338e-05j)
1.5469404312049524,(3.461703081221753-2.6317461531246894e-05j)
1.5518203694737378,(3.461699580239131-2.077628379206416e-05j)
1.5567003077425232,(3.4617010564473287-1.486077703065137e-05j)
1.5615802460113084,(3.461705919764256-1.2239086410000426e-05j)
1.5664601842800938,(3.4617104226884594-1.3916451599319775e-05j)
1.5713401225488792,(3.461711609693601-1.760329634649248e-05j)
1.5762200608176644,(3.4617095999228953-1.966268880406478e-05j)
1.5810999990864498,(3.461707449277242-1.8107014744452886e-05j)
1.5859799373552352,(3.4617086710944127-1.4366212428885234e-05j)
1.5908598756240204,(3.4617142158764542-1.2396660770424023e-05j)
1.5957398138928058,(3.4617212766713057-1.5610044111455704e-05j)
1.6006197521615912,(3.461725083945236-2.3930847026771994e-05j)
1.6054996904303764,(3.461722448773236-3.341932096254555e-05j)
1.6103796286991618,(3.461714291903868-3.886845766162852e-05j)
1.6152595669679473,(3.461705239044802-3.742735595652421e-05j)
1.6201395052367324,(3.4617005924392767-3.066905335590425e-05j)
1.6250194435055179,(3.4617027116358545-2.367836068814306e-05j)
1.6298993817743033,(3.4617092409175654-2.1622812013665215e-05j)
1.6347793200430885,(3.4617146169543074-2.6017354006798276e-05j)
1.6396592583118739,(3.461714054640322-3.344888927481095e-05j)
1.6445391965806593,(3.4617071366362553-3.7906883784417115e-05j)
1.6494191348494445,(3.461698313972195-3.504903887242981e-05j)
1.6542990731182299,(3.4616940350209067-2.5353424047202286e-05j)
1.6591790113870153,(3.4616984837007623-1.4137436146787313e-05j)
1.6640589496558005,(3.4617105581543455-8.400542608499601e-06j)
1.668938887924586,(3.461724149370278-1.2219321138596307e-05j)
1.6738188261933713,(3.461732059793737-2.3775001507990224e-05j)
1.6786987644621565,(3.461730967196324-3.665708793016304e-05j)
1.683578702730942,(3.4617233034685637-4.461190523765071e-05j)
1.6884586409997273,(3.4617146763965234-4.558311248376748e-05j)
1.6933385792685125,(3.4617096071431153-4.203784724924417e-05j)
1.698218517537298,(3.461708974789972-3.826428021473758e-05j)
1.7030984558060833,(3.461710329466747-3.709928144087264e-05j)
1.7079783940748687,(3.461710366307648-3.8115873092789076e-05j)
1.712858332343654,(3.4617078870698474-3.8359369733197844e-05j)
1.7177382706124393,(3.4617050109483194-3.5271631660932525e-05j)
1.7226182088812247,(3.4617053265184174-2.9431221254785343e-05j)
1.72749814715001,(3.4617105071504835-2.4453192674918264e-05j)
1.7323780854187953,(3.4617185512462485-2.4113852498952335e-05j)
1.7372580236875808,(3.4617250612594916-2.9318597846714774e-05j)
1.742137961956366,(3.4617263490226717-3.722272632819424e-05j)
1.7470179002251514,(3.461722153576414-4.302960027355991e-05j)
1.7518978384939368,(3.4617160741674624-4.3365655312624805e-05j)
1.756777776762722,(3.461713104131645-3.890681968887042e-05j)
1.7616577150315074,(3.4617158758335775-3.404376753559397e-05j)
1.7665376533002928,(3.4617225950125015-3.3644854036723284e-05j)
1.771417591569078,(3.4617282852788436-3.9452234463153476e-05j)
1.7762975298378634,(3.4617282929431257-4.873754406021571e-05j)
1.7811774681066488,(3.4617216198686314-5.603620773871038e-05j)
1.786057406375434,(3.4617118772895297-5.691316601847897e-05j)
1.7909373446442194,(3.4617048896432814-5.1316275600142495e-05j)
1.7958172829130048,(3.461704316874828-4.3760076466538506e-05j)
1.80069722118179,(3.4617088225772177-3.9751429836034e-05j)
1.8055771594505754,(3.4617133848052073-4.138394809463561e-05j)
1.8104570977193608,(3.46171356421132-4.589541482119067e-05j)
1.815337035988146,(3.4617090728072677-4.817634618904508e-05j)
1.8202169742569314,(3.461703935483632-4.501840818281138e-05j)
1.8250969125257168,(3.4617032589655676-3.782509266626109e-05j)
1.829976850794502,(3.461709078407343-3.170914711918256e-05j)
1.8348567890632874,(3.461718522382414-3.159409210871519e-05j)
1.8397367273320728,(3.4617258160169184-3.834625598975103e-05j)
1.844616665600858,(3.461726591178754-4.798840886072136e-05j)
1.8494966038696434,(3.4617211829626813-5.461351554005912e-05j)
1.8543765421384288,(3.4617144014451684-5.480930746577897e-05j)
1.859256480407214,(3.4617118910620492-5.0267310832166204e-05j)
1.8641364186759994,(3.4617157690991505-4.654474611325386e-05j)
1.8690163569447849,(3.461722848240404-4.8839276856071046e-05j)
1.8738962952135703,(3.4617268155086007-5.7895113107583724e-05j)
1.8787762334823555,(3.4617228601831096-6.903323499078212e-05j)
1.8836561717511409,(3.461711540098857-7.515797143107741e-05j)
1.8885361100199263,(3.461698975367448-7.191519088612968e-05j)
1.8934160482887115,(3.461692720993339-6.130228342521364e-05j)
1.8982959865574969,(3.4616960975514517-5.056403226289606e-05j)
1.9031759248262823,(3.4617055841000486-4.6846795659490345e-05j)
1.9080558630950675,(3.4617135156264696-5.188473567693013e-05j)
1.9129358013638529,(3.4617138269177077-6.087058549747002e-05j)
1.9178157396326383,(3.4617064850005215-6.610309389597745e-05j)
1.9226956779014235,(3.461697588946213-6.272147272691668e-05j)
1.927575616170209,(3.4616949438712106-5.2602209811403496e-05j)
1.9324555544389943,(3.46170195728485-4.334014800751222e-05j)
1.9373354927077795,(3.4617145808080174-4.251870773810894e-05j)
1.942215430976565,(3.461724184641612-5.1672215873646666e-05j)
1.9470953692453503,(3.461724123228465-6.502503941084958e-05j)
1.9519753075141355,(3.461714581698403-7.383014753853525e-05j)
1.956855245782921,(3.46170226944469-7.26039196210342e-05j)
1.9617351840517063,(3.4616956712423153-6.283901756140535e-05j)
1.9666151223204915,(3.461699179247137-5.196439842603142e-05j)
1.971495060589277,(3.461709898858429-4.8191917929205126e-05j)
1.9763749988580623,(3.4617195373540643-5.4513901239565715e-05j)
1.9812549371268475,(3.4617204927100893-6.626773209306516e-05j)
1.986134875395633,(3.461711705254935-7.453430091028732e-05j)
1.9910148136644183,(3.4616995329440834-7.294836215743323e-05j)
1.9958947519332035,(3.4616928885808713-6.253939627822264e-05j)
2.000774690201989,(3.4616964860599366-5.0888695695084384e-05j)
2.0056546284707744,(3.461707323982468-4.635023060422334e-05j)
2.0105345667395595,(3.4617170280746667-5.169993636488125e-05j)
2.015414505008345,(3.4617183222081036-6.206221434788787e-05j)
2.0202944432771304,(3.4617106079010926-6.877224843377767e-05j)
2.0251743815459156,(3.4617002897678115-6.606568637924614e-05j)
2.030054319814701,(3.461695826431805-5.5354442794066474e-05j)
2.0349342580834864,(3.4617014480627235-4.410193885110179e-05j)
2.0398141963522716,(3.461714034126996-4.033769189741682e-05j)
2.044694134621057,(3.461725365000212-4.669826316604121e-05j)
2.0495740728898424,(3.4617283148970914-5.844330421208205e-05j)
2.0544540111586276,(3.4617222182358134-6.725683357360528e-05j)
2.059333949427413,(3.4617129492033367-6.770941004822346e-05j)
2.0642138876961984,(3.461708033699741-6.0957053927810886e-05j)
2.0690938259649836,(3.4617111597182313-5.330786233759875e-05j)
2.0739737642337692,(3.461719833264166-5.149040888782752e-05j)
2.0788537025025544,(3.461727181633016-5.783661511765839e-05j)
2.0837336407713396,(3.4617269121299863-6.824844582617767e-05j)
2.0886135790401252,(3.4617184873136626-7.492661129936368e-05j)
2.0934935173089104,(3.4617080612987023-7.269179114353653e-05j)
2.0983734555776956,(3.4617034971674894-6.349080551631466e-05j)
2.1032533938464812,(3.4617078966226096-5.471296996588609e-05j)
2.1081333321152664,(3.461717369132124-5.3239984116629e-05j)
2.1130132703840516,(3.461724099900054-6.032110399777616e-05j)
2.1178932086528373,(3.461722088924218-7.049374139875698e-05j)
2.1227731469216224,(3.461711994660853-7.531170636028561e-05j)
2.1276530851904076,(3.461701294615505-7.003052437778778e-05j)
2.1325330234591933,(3.4616984705343796-5.796521907621349e-05j)
2.1374129617279785,(3.4617059067120532-4.793866868000258e-05j)
2.1422928999967636,(3.4617181258909193-4.7097162622192174e-05j)
2.1471728382655493,(3.4617262815281156-5.561038476788228e-05j)
2.1520527765343345,(3.4617246567172684-6.6761378436606e-05j)
2.1569327148031197,(3.461714865180269-7.170674180411249e-05j)
2.1618126530719053,(3.4617051186968966-6.603316729179329e-05j)
